FID_,COMID,EVENTDATE,REACHCODE,REACHSMDAT,REACHRESOL,FEATURECOM,FEATURECLA,SOURCE_ORI,SOURCE_DAT,SOURCE_FEA,FEATUREDET,MEASURE,OFFSET,EVENTTYPE,AGENCY_CD,STATION_NM,STATE_CD,STATE,SITESTATUS,DA_SQ_MILE,LON_SITE,LAT_SITE,LON_NHD,LAT_NHD,NHD2GAGE_D,REVIEWED,BFIYRS,BFI_AVE,BFI_STDEV,GOTBFI,DAY1,DAYN,NDAYS,NDAYSGT0,MIN_,P1,P5,P10,P20,P25,P30,P40,P50,P60,P70,P75,P80,P90,P95,P99,MAX_,AVE,STDEV_,GOTQ,HUC,HUC_REG,SUBREGION,ACCOUNTING
NA,0,11/21/2006 0:00:00,17040213000129,NA,medium,0,0,"USGS, Water Resources Division",NA,13106600,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13106600,0,0,StreamGage,USGS,CEDAR CREEK AB RES NR ROSEWORTH ID,16,ID,I,36,-114.912019,42.189494,-114.911784,42.189481,19.361,Y,7,0.926,0.034,1,19610501,19680930,2710,2710,3.3,4.111,4.5,4.8,5.4,5.6,5.7,6.1,6.7,7.2,7.9,8.2,8.6,12,14,21,32,7.539,3.275,1,17040213,17,1704,170402
NA,0,11/21/2006 0:00:00,17120007000153,NA,medium,0,0,"USGS, Water Resources Division",NA,10371500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10371500,2.112781,0,StreamGage,USGS,"DEEP CREEK ABOVE ADEL,OREG.",41,OR,I,249,-120.001615,42.189053,-120.001917,42.188942,27.718,Y,59,0.624,0.081,1,19221001,19910930,21914,21914,1.8,4.315,7.1,10,15,18,20,26,35,56,108,151,209,398,580,1030,6000,134.248,230.923,1,17120007,17,1712,171200
NA,0,11/21/2006 0:00:00,17040211000177,NA,medium,0,0,"USGS, Water Resources Division",NA,13084400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13084400,46.661117,0,StreamGage,USGS,BIRCH CREEK AB FEEDER CANAL NR OAKLEY ID,16,ID,I,33.9,-113.818947,42.177705,-113.818752,42.177707,15.997,Y,0,0,0,0,19990301,19990930,214,214,3.2,3.3,3.4,3.5,3.7,4.15,4.75,6.2,8.85,13,16,18.25,25,32,36.25,109.4,129,14.523,16.553,1,17040211,17,1704,170402
NA,0,11/21/2006 0:00:00,17100309000102,NA,medium,0,0,"USGS, Water Resources Division",NA,14363000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14363000,16.146939,0,StreamGage,USGS,"APPLEGATE RIVER NEAR RUCH, OREG.",41,OR,I,302,-123.048377,42.172069,-123.045783,42.172267,214.012,Y,29,0.646,0.059,1,19111001,19530930,10957,10957,7,12,23,32,48,57,71,115,186,315.8,460,540,632,950,1260,2340,11500,391.724,578.545,1,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17120007001337,NA,medium,0,0,"USGS, Water Resources Division",NA,10374500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10374500,70.343809,0,StreamGage,USGS,"DEEP CREEK AT ADEL, OREG.",41,OR,I,274,-119.901057,42.166554,-119.895446,42.168445,506.705,N,9,0.558,0.098,1,19090511,19221209,3564,3564,1.4,2.5,4.4,5.55,11,13,15,20,29,56,147,228.5,319,505,650,1130,2500,157.628,247.926,1,17120007,17,1712,171200
NA,0,11/21/2006 0:00:00,17050102000497,NA,medium,0,0,"USGS, Water Resources Division",NA,13167000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13167000,94.534778,0,StreamGage,USGS,EF BRUNEAU RIVER BL THREE CREEK NR THREE CREEK ID,16,ID,I,210,-115.214088,42.167241,-115.214126,42.167259,3.631,Y,6,0.631,0.158,1,19530528,19600930,2214,2214,1.1,2.1,4.3,5.45,7.4,8,8.5,9.5,11,13,18,22,31,67,93.25,293.1,423,26.505,45.569,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17040211000029,NA,medium,0,0,"USGS, Water Resources Division",NA,13083000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13083000,90.244678,0,StreamGage,USGS,TRAPPER CREEK NR OAKLEY ID,16,ID,A,53.7,-113.983611,42.165833,-113.983709,42.165782,9.847,Y,90,0.905,0.043,1,19110501,20040930,33210,33210,0.9,6.5,8,8.8,9.7,10,10,11,12,13,14,15,17,25,35,60,150,15.053,10.235,1,17040211,17,1704,170402
NA,0,11/21/2006 0:00:00,17100308000653,NA,medium,0,0,"USGS, Water Resources Division",NA,14349500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14349500,96.231877,0,StreamGage,USGS,"EAST LATERAL NEAR ASHLAND,OREG.",41,OR,I,-999999,-122.603917,42.163745,-122.603858,42.163745,4.822,Y,10,0.859,0.056,1,19751001,19850930,3653,1878,0,0,0,0,0,0,0,0,1.6,65,105,115,124,139,145,157,172,51.491,59.4,1,17100308,17,1710,171003
NA,0,11/21/2006 0:00:00,17100308000137,NA,medium,0,0,"USGS, Water Resources Division",NA,14350000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14350000,97.027395,0,StreamGage,USGS,"EMIGRANT CR NR ASHLAND,OREG.",41,OR,I,64.3,-122.605306,42.163745,-122.605361,42.163734,4.699,Y,54,0.375,0.124,1,19200101,19850930,19940,18477,0,0,0,0.1,0.2,0.3,0.5,1.6,9.6,22,33,40,50,88,155,360,2360,35.551,75.56,1,17100308,17,1710,171003
NA,0,11/21/2006 0:00:00,17040213000112,NA,medium,0,0,"USGS, Water Resources Division",NA,13106650,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13106650,91.41683,0,StreamGage,USGS,HOUSE CREEK NR ROSEWORTH ID,16,ID,I,40,-114.986772,42.162788,-114.986923,42.162876,15.773,Y,7,0.631,0.124,1,19610501,19680930,2710,2660,0,0,0.21,0.63,1.8,2.475,3.2,4.4,5.4,7.4,9.7,12,15,34,51,82.89,147,11.89,17.429,1,17040213,17,1704,170402
NA,0,11/21/2006 0:00:00,17100311000185,NA,medium,0,0,"USGS, Water Resources Division",NA,14375100,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14375100,96.777615,0,StreamGage,USGS,"SUCKER CR BL LT GRAYBACK CR NR HOLLAND,OREG.",41,OR,I,83.9,-123.47895,42.159561,-123.478675,42.159698,27.315,Y,26,0.629,0.067,1,19651001,19910930,9496,9496,12,17,24,29,37,42,50,75,119,169,238.9,283,341,515,713,1590.3,6140,224.415,340.849,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17120009000034,NA,medium,0,0,"USGS, Water Resources Division",NA,10406500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10406500,5.593381,0,StreamGage,USGS,"TROUT CREEK NEAR DENIO,NEV.",41,OR,I,88,-118.459337,42.15545,-118.458793,42.15488,77.836,Y,59,0.7,0.069,1,19320401,19910930,21732,21732,0.1,0.8,1.9,2.8,4,4.5,5,6,7,8.6,12,15,21,45,69,128.67,450,16.67,26.033,1,17120009,17,1712,171200
NA,0,11/21/2006 0:00:00,17100309000105,NA,medium,0,0,"USGS, Water Resources Division",NA,14362250,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14362250,95.904264,0,StreamGage,USGS,"STAR GULCH NEAR RUCH, OR.",41,OR,A,16,-123.075323,42.154013,-123.075363,42.154457,49.715,Y,21,0.53,0.112,1,19830701,20040930,7763,7173,0,0,0,0.06,0.43,0.6,0.79,1.1,1.5,2.2,3.5,4.4,5.9,12,21,59.36,621,5.221,14.744,1,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17100308000316,NA,medium,0,0,"USGS, Water Resources Division",NA,14353500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14353500,4.847004,0,StreamGage,USGS,"EAST FORK ASHLAND CREEK NEAR ASHLAND, OR",41,OR,A,8.14,-122.709476,42.152632,-122.710044,42.152,84.685,Y,17,0.796,0.061,1,19241001,20040930,6273,6273,1,1.5,2,2.5,3,3.3,3.7,4.7,6,8,11,14,16,22,28,50,130,9.867,10.068,1,17100308,17,1710,171003
NA,0,11/21/2006 0:00:00,17050102000288,NA,medium,0,0,"USGS, Water Resources Division",NA,13163000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13163000,88.903448,0,StreamGage,USGS,SHEEP CREEK NR TINDALL ID,16,ID,I,180,-115.779616,42.14985,-115.779686,42.149862,5.866,Y,2,0.567,0.011,1,19110101,19130831,974,974,0.1,0.5,1.1,3,4.7,4.7,5,6.9,10,18,59,76,100,178.5,274,410.5,620,56.962,92.885,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17100311000187,NA,medium,0,0,"USGS, Water Resources Division",NA,14375000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14375000,42.071712,0,StreamGage,USGS,"SUCKER CREEK NEAR HOLLAND, OREG.",41,OR,I,76.2,-123.467839,42.149839,-123.468215,42.149169,80.979,Y,24,0.62,0.079,1,19411001,19650930,8766,8766,17,22,26,29,37,42,50,76,117,175,236,277,322.6,470,638,1373.3,8000,211.518,303.014,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17050102000346,NA,medium,0,0,"USGS, Water Resources Division",NA,13162000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13162000,65.567029,0,StreamGage,USGS,BRUNEAU RIVER NR TINDALL ID,16,ID,I,440,-115.670458,42.145619,-115.670522,42.145609,5.372,Y,1,0.662,-999999,1,19100818,19120523,645,645,9.5,9.5,11,16,22,22,26,30,39,50,76,144,223,314,429.5,1008.04,1060,118.216,180.881,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17040209001952,NA,medium,0,0,"USGS, Water Resources Division",NA,13076400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13076400,2.058838,0,StreamGage,USGS,MICHAUD CANAL AT AMERICAN FALLS ID,16,ID,I,-999999,-112.872744,42.777827,-112.872578,42.777825,13.493,Y,24,0.79,0.073,1,19580501,19831031,8797,4103,0,0,0,0,0,0,0,0,0,27,45,59,71,102,122,151,165,32.115,43.176,1,17040209,17,1704,170402
NA,0,11/21/2006 0:00:00,17100308000127,NA,medium,0,0,"USGS, Water Resources Division",NA,14353000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14353000,60.932176,0,StreamGage,USGS,"WEST FORK ASHLAND CREEK NEAR ASHLAND, OR",41,OR,A,10.5,-122.716698,42.148743,-122.720703,42.141616,862.183,Y,17,0.795,0.063,1,19241001,20040930,6273,6273,1.4,1.6,2.1,2.5,3.1,3.5,3.7,4.6,5.8,7.8,11,13,15,21.6,28,42,112,9.534,9.228,1,17100308,17,1710,171003
NA,0,11/21/2006 0:00:00,17120007000240,NA,medium,0,0,"USGS, Water Resources Division",NA,10368500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10368500,91.696352,0,StreamGage,USGS,"DEEP CR AT BIG VLY NR LAKEVIEW,OREG.",41,OR,I,70,-120.134397,42.133219,-120.135139,42.130958,260.144,Y,3,0.647,0.027,1,19110503,19150902,1122,1122,2.5,3.6,6.5,7.9,9,9.6,11,15,25,65.8,119,161,194.4,290,371,557.93,714,99.237,130.866,1,17120007,17,1712,171200
NA,0,11/21/2006 0:00:00,17100302000317,NA,medium,0,0,"USGS, Water Resources Division",NA,14308500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14308500,91.470811,0,StreamGage,USGS,"ELK CREEK NR DREW, OR",41,OR,I,54.4,-122.91783,42.890121,-122.918175,42.889659,58.721,Y,42,0.362,0.069,1,19541001,20000930,15341,15209,0,0.02,0.5,0.91,1.9,2.8,4,8.9,20,39,68,87,112,196,317.9,871.8,6670,80.748,200.152,1,17100302,17,1710,171003
NA,0,11/21/2006 0:00:00,17100302000204,NA,medium,0,0,"USGS, Water Resources Division",NA,14308990,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14308990,49.341624,0,StreamGage,USGS,"COW CREEK ABV GALESVILLE RES, NR AZALEA, OR.",41,OR,A,64.7,-123.125892,42.823176,-123.128166,42.822647,194.113,Y,19,0.538,0.099,1,19851001,20040930,6940,6940,4.2,5.2,6.5,7.9,11,12,14,20,30,44,71,92,117,198,290.95,769.95,3980,83.315,174.677,1,17100302,17,1710,171003
NA,0,11/21/2006 0:00:00,17040211000058,NA,medium,0,0,"USGS, Water Resources Division",NA,13082500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13082500,29.671641,0,StreamGage,USGS,GOOSE CREEK AB TRAPPER CREEK NR OAKLEY ID,16,ID,A,633,-113.935555,42.126111,-113.935906,42.126067,29.238,Y,90,0.742,0.083,1,19110429,20040930,33214,33017,0,0.4,3.9,7.3,13,15,17,20,25,30,40,47.25,60,112,169,312,2560,46.238,66.34,1,17040211,17,1704,170402
NA,0,11/21/2006 0:00:00,17100312000053,NA,medium,0,0,"USGS, Water Resources Division",NA,14400000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14400000,26.856581,0,StreamGage,USGS,"CHETCO RIVER NEAR BROOKINGS, OR",41,OR,A,271,-124.18731,42.123442,-124.187156,42.123439,12.653,Y,35,0.396,0.079,1,19691001,20040930,12784,12784,44,54,70,82,122,158,214,408,769.5,1280,2060,2580,3260,5975,9625,19915,57000,2243.627,3923.456,1,17100312,17,1710,171003
NA,0,11/21/2006 0:00:00,17050102000536,NA,medium,0,0,"USGS, Water Resources Division",NA,13166500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13166500,27.617853,0,StreamGage,USGS,DEADWOOD CREEK NR THREE CREEK ID,16,ID,I,22,-115.098013,42.11798,-115.098037,42.118015,4.35,Y,2,0.677,0.059,1,19120517,19160630,889,837,0,0,0,0.3,0.4,0.6,0.6,0.9,1.1,1.9,4.2,5.95,8.9,14,20.5,36,61,4.763,7.576,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17040213001561,NA,medium,0,0,"USGS, Water Resources Division",NA,13107500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13107500,99.741556,0,StreamGage,USGS,DEVIL CREEK NR THREE CREEK ID,16,ID,I,11.5,-115.035277,42.113705,-115.035347,42.113838,15.936,Y,2,0.607,0.194,1,19120517,19160630,942,942,0.6,0.9,1.4,1.43,1.8,1.9,2,2.3,2.8,3.2,3.8,4.2,4.8,9.3,13,18.57,29,4.025,3.862,1,17040213,17,1704,170402
NA,0,11/21/2006 0:00:00,17100311000173,NA,medium,0,0,"USGS, Water Resources Division",NA,14373500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14373500,52.334551,0,StreamGage,USGS,"ALTHOUSE CREEK NEAR HOLLAND,OREG.",41,OR,I,24.3,-123.526174,42.099838,-123.525383,42.099815,65.062,Y,7,0.55,0.064,1,19461001,19530930,2557,2557,3.5,4.5,5.6,6.5,8.8,11,13,20,34,59,83,96,111,155,234,531.3,2090,71.46,113.563,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17050102000520,NA,medium,0,0,"USGS, Water Resources Division",NA,13165500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13165500,85.872306,0,StreamGage,USGS,THREE CREEK NR THREE CREEK ID,16,ID,I,-999999,-115.161769,42.086705,-115.161802,42.086821,13.251,Y,2,0.662,0.004,1,19120516,19160630,905,905,0.2,1.3,2.1,2.2,2.6,2.8,3,3.4,4.5,9.5,13,16,18,36,51.1,117.76,122,14.128,21.294,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17120007000283,NA,medium,0,0,"USGS, Water Resources Division",NA,10366000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10366000,45.033951,0,StreamGage,USGS,"TWENTYMILE CREEK NEAR ADEL,OREG.",41,OR,I,194,-119.962724,42.072111,-119.962883,42.072261,21.272,Y,7,0.434,0.11,1,19651001,19910930,2921,2921,1.2,1.822,2.4,2.9,3.7,4.4,5,6,7.4,10,19.4,29.5,40,82,118.9,479.56,9000,40.877,216.376,1,17120007,17,1712,171200
NA,0,11/21/2006 0:00:00,17050102000513,NA,medium,0,0,"USGS, Water Resources Division",NA,13166000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13166000,57.0791,0,StreamGage,USGS,CHERRY CREEK NR THREE CREEK ID,16,ID,I,22,-115.1899,42.072133,-115.189925,42.072106,3.655,Y,1,0.625,-999999,1,19130101,19160630,675,624,0,0,0,0.1,0.2,0.2,0.4,0.7,1.8,3.3,5.2,6.7,9.2,16,20,29.48,46,4.925,6.97,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17040210000122,NA,medium,0,0,"USGS, Water Resources Division",NA,13078205,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13078205,96.601665,0,StreamGage,USGS,RAFT RIVER BL ONEMILE CREEK NR MALTA ID,16,ID,I,417,-113.444561,42.07043,-113.444717,42.070617,24.557,Y,8,0.755,0.117,1,19751001,19840515,3150,3150,3.1,4,5.7,7,8.7,9.6,10,12,15,18,24,28,34,57,98.45,229.47,1210,28.396,46.989,1,17040210,17,1704,170402
NA,0,11/21/2006 0:00:00,17120007000267,NA,medium,0,0,"USGS, Water Resources Division",NA,10366500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10366500,41.411014,0,StreamGage,USGS,"DEEP CR AB DISMAL CR NR WARNER LAKE,OREG.",41,OR,I,13,-120.151063,42.066553999999996,-120.151023,42.066539,3.633,Y,0,0,0,0,19180305,19190930,349,349,1.1,1.2,1.35,2,2.2,2.5,2.6,4.3,6.5,12,33,42.5,51,98,116.5,149,183,27.822,38.926,1,17120007,17,1712,171200
NA,0,11/21/2006 0:00:00,17100311000150,NA,medium,0,0,"USGS, Water Resources Division",NA,14372500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14372500,17.120594,0,StreamGage,USGS,"E F ILLINOIS RIVER NEAR TAKILMA,OREG.",41,OR,I,42.3,-123.626177,42.069281,-123.619392,42.066158,658.026,Y,50,0.443,0.073,1,19411001,19910930,18262,18262,5.2,7.5,9.2,11,14,17,22,42,78,117,162.1,193,232,388,637.85,1667.4,13000,173.992,347.709,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17120007001665,NA,medium,0,0,"USGS, Water Resources Division",NA,10367500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=10367500,60.879348,0,StreamGage,USGS,"DISMAL CREEK NEAR WARNER LAKE,OREG.",41,OR,I,14,-120.134396,42.066553999999996,-120.133766,42.066043,77.081,N,0,0,0,0,19190505,19190930,149,149,0.3,0.3,0.3,0.5,0.8,0.8,0.8,1.1,3.1,8.5,18,29.5,38,94,184.5,283.5,290,30.94,58.089,1,17120007,17,1712,171200
NA,0,11/21/2006 0:00:00,17040210000124,NA,medium,0,0,"USGS, Water Resources Division",NA,13078000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13078000,15.255832,0,StreamGage,USGS,RAFT RIVER AB ONEMILE CREEK NR MALTA ID,16,ID,A,412,-113.451388,42.063611,-113.452011,42.064617,123.606,Y,51,0.746,0.115,1,19461001,20040930,18943,18943,0.11,1.9,3.2,4.2,5.8,6.4,7.1,8.5,10,12,16,19,23,39,69,153,1210,19.344,31.783,1,17040210,17,1704,170402
NA,0,11/21/2006 0:00:00,17100309000132,NA,medium,0,0,"USGS, Water Resources Division",NA,14362000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14362000,81.893924,0,StreamGage,USGS,"APPLEGATE RIVER NEAR COPPER, OR",41,OR,A,225,-123.111435,42.063736,-123.111167,42.063682,22.815,Y,66,0.651,0.117,1,19381001,20040930,24107,24107,19,29,42,52,83,110,127,182,252,328,446,527,625,962,1340,2960,26000,434.549,690.366,1,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17100311000125,NA,medium,0,0,"USGS, Water Resources Division",NA,14376500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14376500,30.222904,0,StreamGage,USGS,"W FK ILLINOIS R NR OBRIEN,OREG.",41,OR,I,48.6,-123.717847,42.063723,-123.717544,42.06274,112.788,Y,8,0.316,0.069,1,19461001,19540930,2922,2922,2.7,3.6,5.9,7.73,13,16,22,42,77,135,218,268,336,602.7,997.75,2776.2,9680,259.256,602.845,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17100309000677,NA,medium,0,0,"USGS, Water Resources Division",NA,14361900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14361900,11.786971,0,StreamGage,USGS,"APPLEGATE LAKE NEAR COPPER, OR.",41,OR,I,223,-123.109491,42.056791,-123.115645,42.055479,526.748,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17050102000506,NA,medium,0,0,"USGS, Water Resources Division",NA,13165000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13165000,25.514486,0,StreamGage,USGS,BIG FLAT CREEK NR THREE CREEK ID,16,ID,I,-999999,-115.217547,42.049558,-115.217544,42.049549,1.055,Y,2,0.78,0.019,1,19120516,19160630,905,905,3.4,3.906,4.5,4.9,6.2,6.4,7.2,10,12,18.6,28,37,47,73,97.1,160,188,27.936,33.328,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17100311000126,NA,medium,0,0,"USGS, Water Resources Division",NA,14375500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14375500,87.887246,0,StreamGage,USGS,"W FK ILLINOIS R BL ROCK CR NR OBRIEN,OREG.",41,OR,I,42.4,-123.748404,42.038723,-123.748893,42.038841,42.353,Y,31,0.337,0.063,1,19541001,19850930,11323,11323,1.7,3.4,4.8,6.2,9.2,12,16,30,56,104,170,220,285,563,975.2,2287.6,13200,219.227,467.362,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17050102000416,NA,medium,0,0,"USGS, Water Resources Division",NA,13162500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13162500,75.616648,0,StreamGage,USGS,EF JARBIDGE RIVER NR THREE CREEK ID,16,ID,I,84.6,-115.368608,42.032775,-115.368805,42.03277,16.202,Y,22,0.662,0.072,1,19281001,19711020,8237,8237,3.4,5.2,6.8,7.8,9.1,9.7,10,12,16,22,38,55,81,186,290,476.62,769,59.568,99.622,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17100311000131,NA,medium,0,0,"USGS, Water Resources Division",NA,14375400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14375400,74.493136,0,StreamGage,USGS,"ELK CREEK NEAR OBRIEN,OREG.",41,OR,I,26.6,-123.737848,42.031501,-123.737899,42.031425,9.481,Y,6,0.393,0.052,1,19851001,19910930,2191,2191,0.69,1.1,1.9,2.5,4.54,5.9,7.9,14,25,36,54,69,94,179.8,318.2,771.72,2180,73.764,158.055,1,17100311,17,1710,171003
NA,0,11/21/2006 0:00:00,17100309000135,NA,medium,0,0,"USGS, Water Resources Division",NA,14361700,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14361700,36.262814,0,StreamGage,USGS,"CARBERRY CREEK NEAR COPPER, OREG.",41,OR,I,68.9,-123.170605,42.025957,-123.170387,42.026119,25.453,Y,9,0.614,0.073,1,19780101,19870930,3560,3560,6.2,7.7,11,13,18,21,26,45.4,80.5,116,159,188,231,384,559.95,1075.6,3480,153.96,226.901,1,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17100309000162,NA,medium,0,0,"USGS, Water Resources Division",NA,14361590,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14361590,5.5020810000000004,0,StreamGage,USGS,"MIDDLE FORK APPLEGATE RIVER NEAR COPPER, OR.",06,CA,I,50.7,-123.157548,42.006235,-123.157547,42.006488,28.296,N,6,0.563,0.051,1,19811001,19870930,2191,2191,8.3,8.8,11,14,20,25,32,60,106,159.2,212.8,251,294,462,624.4,1510,4000,194.762,289.318,1,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17100309000163,NA,medium,0,0,"USGS, Water Resources Division",NA,14361600,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14361600,16.350581,0,StreamGage,USGS,"ELLIOTT CREEK NEAR COPPER, OREG.",06,CA,I,51.8,-123.151159,42.004291,-123.151046,42.004463,21.331,N,10,0.677,0.074,1,19771001,19870930,3652,3652,7.1,8.8,13,16,21,24,27,41.2,63.5,91,129,147,168,235,314.4,718.47,3090,108.447,147.782,1,17100309,17,1710,171003
NA,0,11/21/2006 0:00:00,17040210000232,NA,medium,0,0,"USGS, Water Resources Division",NA,13079000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13079000,27.258706,0,StreamGage,USGS,"CLEAR CREEK NEAR NAF, IDAHO",49,UT,I,20.2,-113.286663,41.966862,-113.286552,41.966808,10.951,Y,27,0.575,0.124,1,19100301,19700930,9983,9983,0.2,0.6,1,1.2,1.6,1.7,1.8,2.1,2.6,3.3,4.8,7.2,11,34,60,104.16,300,10.922,21.787,1,17040210,17,1704,170402
NA,0,11/21/2006 0:00:00,17040213001238,NA,medium,0,0,"USGS, Water Resources Division",NA,13104000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13104000,32.557863,0,StreamGage,USGS,SHOSHONE CREEK NR SAN JACINTO NV,32,NV,I,309,-114.629586,41.957052,-114.629554,41.957058,2.701,Y,1,0.669,-999999,1,19140514,19150824,398,398,7.4,7.4,8.2,8.2,9.2,9.7,11,13,14,18,33,43.25,54.2,80,97.1,142.02,149,31.13,31.896,1,17040213,17,1704,170402
NA,0,11/21/2006 0:00:00,17040213001822,NA,medium,0,0,"USGS, Water Resources Division",NA,13105000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13105000,95.470853,0,StreamGage,USGS,SALMON FALLS CREEK NR SAN JACINTO NV,32,NV,A,1450,-114.688611,41.944722,-114.688297,41.944467,38.44,Y,91,0.766,0.067,1,19100606,20040930,33601,33601,3.2,11,19,25,39,44,48,55,62,73,103,137,192,390,568,886,3620,140.629,197.472,1,17040213,17,1704,170402
NA,0,11/21/2006 0:00:00,17050102001663,NA,medium,0,0,"USGS, Water Resources Division",NA,13161500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13161500,48.086737,0,StreamGage,USGS,BRUNEAU RIVER AT ROWLAND NV,32,NV,A,382,-115.674526,41.933236,-115.675292,41.933105,64.778,Y,42,0.702,0.057,1,19130601,20030930,15462,15462,1.7,4,6.9,10,15,18,20,27,35,48,79,110,155,332,487,798.11,2070,108.892,176.722,1,17050102,17,1705,170501
NA,0,11/21/2006 0:00:00,17050104000148,NA,medium,0,0,"USGS, Water Resources Division",NA,13176000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13176000,73.474739,0,StreamGage,USGS,OWYHEE RIVER AB CHINA DIVERSION DAM NR OWYHEE NV,32,NV,I,458,-116.069558,41.921108,-116.069462,41.921046,10.453,Y,45,0.688,0.076,1,19390324,19840430,16475,16475,2,9,14,18,24,28,33,46,70,98,133,160,199,394,621,1122.4,2600,150.642,229.948,1,17050104,17,1705,170501
NA,0,11/21/2006 0:00:00,17050104001742,NA,medium,0,0,"USGS, Water Resources Division",NA,13175500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13175500,14.374863,0,StreamGage,USGS,"OWYHEE R NR OWYHEE, NV",32,NV,I,380,-116.030611,41.874519,-116.030703,41.87412,45.301,Y,8,0.64,0.104,1,19131201,19260630,3204,3204,1,2,6,9,14,16,19,20,25,38,81,136.75,193,384,673.75,1159,2170,130.174,237.606,1,17050104,17,1705,170501
